date,day_of_week,week_number,shift,production_line,product_type,machine_id,machine_status,skill_required,required_staff,production_units,order_backlog,priority_level,raw_material_availability,raw_material_cost_index,planned_downtime,absenteeism_rate,overtime_allowed,is_weekend,is_peak_day,weather_disruption,supplier_delay
2026-01-23,Friday,3,Afternoon,Line A,Standard Parts,M-A2,Running,Machine Operator,5,616,79,Medium,0.8,1.0,0,0.11,1,0,1,0,0
2026-01-23,Friday,3,Afternoon,Line A,Standard Parts,M-A2,Running,Quality Inspector,3,616,79,Medium,0.8,1.0,0,0.11,1,0,1,0,0
2026-01-23,Friday,3,Afternoon,Line A,Standard Parts,M-A2,Running,Maintenance Technician,3,616,79,Medium,0.8,1.0,0,0.11,1,0,1,0,0
2026-01-23,Friday,3,Afternoon,Line A,Standard Parts,M-A2,Running,Packaging Operator,4,616,79,Medium,0.8,1.0,0,0.11,1,0,1,0,0
2026-01-23,Friday,3,Afternoon,Line B,Standard Parts,M-B4,Running,Machine Operator,5,615,36,Low,0.81,0.96,0,0.1,1,0,1,0,0
2026-01-23,Friday,3,Afternoon,Line B,Standard Parts,M-B4,Running,Quality Inspector,3,615,36,Low,0.81,0.96,0,0.1,1,0,1,0,0
2026-01-23,Friday,3,Afternoon,Line B,Standard Parts,M-B4,Running,Maintenance Technician,3,615,36,Low,0.81,0.96,0,0.1,1,0,1,0,0
2026-01-23,Friday,3,Afternoon,Line B,Standard Parts,M-B4,Running,Packaging Operator,4,615,36,Low,0.81,0.96,0,0.1,1,0,1,0,0
2026-01-23,Friday,3,Afternoon,Line C,Standard Parts,M-C1,Running,Machine Operator,6,722,32,High,0.7,1.1,0,0.04,1,0,1,0,0
2026-01-23,Friday,3,Afternoon,Line C,Standard Parts,M-C1,Running,Quality Inspector,4,722,32,High,0.7,1.1,0,0.04,1,0,1,0,0
2026-01-23,Friday,3,Afternoon,Line C,Standard Parts,M-C1,Running,Maintenance Technician,4,722,32,High,0.7,1.1,0,0.04,1,0,1,0,0
2026-01-23,Friday,3,Afternoon,Line C,Standard Parts,M-C1,Running,Packaging Operator,5,722,32,High,0.7,1.1,0,0.04,1,0,1,0,0
2026-01-23,Friday,3,Night,Line A,Custom Components,M-A2,Down,Machine Operator,2,358,10,Medium,0.69,1.12,0,0.1,1,0,1,0,0
2026-01-23,Friday,3,Night,Line A,Custom Components,M-A2,Down,Quality Inspector,2,358,10,Medium,0.69,1.12,0,0.1,1,0,1,0,0
2026-01-23,Friday,3,Night,Line A,Custom Components,M-A2,Down,Maintenance Technician,3,358,10,Medium,0.69,1.12,0,0.1,1,0,1,0,0
2026-01-23,Friday,3,Night,Line A,Custom Components,M-A2,Down,Packaging Operator,2,358,10,Medium,0.69,1.12,0,0.1,1,0,1,0,0
2026-01-23,Friday,3,Night,Line B,Custom Components,M-B4,Running,Machine Operator,3,508,63,High,0.6,0.92,0,0.08,1,0,1,0,1
2026-01-23,Friday,3,Night,Line B,Custom Components,M-B4,Running,Quality Inspector,2,508,63,High,0.6,0.92,0,0.08,1,0,1,0,1
2026-01-23,Friday,3,Night,Line B,Custom Components,M-B4,Running,Maintenance Technician,2,508,63,High,0.6,0.92,0,0.08,1,0,1,0,1
2026-01-23,Friday,3,Night,Line B,Custom Components,M-B4,Running,Packaging Operator,2,508,63,High,0.6,0.92,0,0.08,1,0,1,0,1
2026-01-23,Friday,3,Night,Line C,Packaged Goods,M-C1,Running,Machine Operator,4,560,72,Medium,0.96,1.13,0,0.02,1,0,1,0,0
2026-01-23,Friday,3,Night,Line C,Packaged Goods,M-C1,Running,Quality Inspector,2,560,72,Medium,0.96,1.13,0,0.02,1,0,1,0,0
2026-01-23,Friday,3,Night,Line C,Packaged Goods,M-C1,Running,Maintenance Technician,2,560,72,Medium,0.96,1.13,0,0.02,1,0,1,0,0
2026-01-23,Friday,3,Night,Line C,Packaged Goods,M-C1,Running,Packaging Operator,3,560,72,Medium,0.96,1.13,0,0.02,1,0,1,0,0
2026-01-24,Saturday,3,Morning,Line A,Standard Parts,M-A2,Maintenance,Machine Operator,4,530,75,Low,0.73,1.23,1,0.1,0,1,0,0,0
2026-01-24,Saturday,3,Morning,Line A,Standard Parts,M-A2,Maintenance,Quality Inspector,1,530,75,Low,0.73,1.23,1,0.1,0,1,0,0,0
2026-01-24,Saturday,3,Morning,Line A,Standard Parts,M-A2,Maintenance,Maintenance Technician,3,530,75,Low,0.73,1.23,1,0.1,0,1,0,0,0
2026-01-24,Saturday,3,Morning,Line A,Standard Parts,M-A2,Maintenance,Packaging Operator,3,530,75,Low,0.73,1.23,1,0.1,0,1,0,0,0
2026-01-24,Saturday,3,Morning,Line B,Standard Parts,M-B2,Running,Machine Operator,5,579,69,Medium,0.94,1.12,0,0.09,0,1,0,0,0
2026-01-24,Saturday,3,Morning,Line B,Standard Parts,M-B2,Running,Quality Inspector,2,579,69,Medium,0.94,1.12,0,0.09,0,1,0,0,0
2026-01-24,Saturday,3,Morning,Line B,Standard Parts,M-B2,Running,Maintenance Technician,2,579,69,Medium,0.94,1.12,0,0.09,0,1,0,0,0
2026-01-24,Saturday,3,Morning,Line B,Standard Parts,M-B2,Running,Packaging Operator,4,579,69,Medium,0.94,1.12,0,0.09,0,1,0,0,0
2026-01-24,Saturday,3,Morning,Line C,Packaged Goods,M-C3,Running,Machine Operator,5,597,43,Medium,0.77,1.19,0,0.08,0,1,0,0,0
2026-01-24,Saturday,3,Morning,Line C,Packaged Goods,M-C3,Running,Quality Inspector,2,597,43,Medium,0.77,1.19,0,0.08,0,1,0,0,0
2026-01-24,Saturday,3,Morning,Line C,Packaged Goods,M-C3,Running,Maintenance Technician,2,597,43,Medium,0.77,1.19,0,0.08,0,1,0,0,0
2026-01-24,Saturday,3,Morning,Line C,Packaged Goods,M-C3,Running,Packaging Operator,4,597,43,Medium,0.77,1.19,0,0.08,0,1,0,0,0
2026-01-24,Saturday,3,Afternoon,Line A,Standard Parts,M-A3,Running,Machine Operator,5,640,70,High,0.78,0.94,0,0.06,1,1,0,0,0
2026-01-24,Saturday,3,Afternoon,Line A,Standard Parts,M-A3,Running,Quality Inspector,2,640,70,High,0.78,0.94,0,0.06,1,1,0,0,0
2026-01-24,Saturday,3,Afternoon,Line A,Standard Parts,M-A3,Running,Maintenance Technician,2,640,70,High,0.78,0.94,0,0.06,1,1,0,0,0
2026-01-24,Saturday,3,Afternoon,Line A,Standard Parts,M-A3,Running,Packaging Operator,4,640,70,High,0.78,0.94,0,0.06,1,1,0,0,0
2026-01-24,Saturday,3,Afternoon,Line B,Packaged Goods,M-B3,Running,Machine Operator,5,570,19,Medium,0.89,0.88,0,0.1,0,1,0,0,0
2026-01-24,Saturday,3,Afternoon,Line B,Packaged Goods,M-B3,Running,Quality Inspector,2,570,19,Medium,0.89,0.88,0,0.1,0,1,0,0,0
2026-01-24,Saturday,3,Afternoon,Line B,Packaged Goods,M-B3,Running,Maintenance Technician,2,570,19,Medium,0.89,0.88,0,0.1,0,1,0,0,0
2026-01-24,Saturday,3,Afternoon,Line B,Packaged Goods,M-B3,Running,Packaging Operator,4,570,19,Medium,0.89,0.88,0,0.1,0,1,0,0,0
2026-01-24,Saturday,3,Afternoon,Line C,Standard Parts,M-C1,Running,Machine Operator,5,597,34,Low,0.72,0.99,0,0.02,0,1,0,0,0
2026-01-24,Saturday,3,Afternoon,Line C,Standard Parts,M-C1,Running,Quality Inspector,2,597,34,Low,0.72,0.99,0,0.02,0,1,0,0,0
2026-01-24,Saturday,3,Afternoon,Line C,Standard Parts,M-C1,Running,Maintenance Technician,2,597,34,Low,0.72,0.99,0,0.02,0,1,0,0,0
2026-01-24,Saturday,3,Afternoon,Line C,Standard Parts,M-C1,Running,Packaging Operator,4,597,34,Low,0.72,0.99,0,0.02,0,1,0,0,0
2026-01-24,Saturday,3,Night,Line A,Custom Components,M-A1,Running,Machine Operator,4,403,76,Medium,0.74,0.89,0,0.11,0,1,0,1,0
2026-01-24,Saturday,3,Night,Line A,Custom Components,M-A1,Running,Quality Inspector,1,403,76,Medium,0.74,0.89,0,0.11,0,1,0,1,0
2026-01-24,Saturday,3,Night,Line A,Custom Components,M-A1,Running,Maintenance Technician,1,403,76,Medium,0.74,0.89,0,0.11,0,1,0,1,0
2026-01-24,Saturday,3,Night,Line A,Custom Components,M-A1,Running,Packaging Operator,3,403,76,Medium,0.74,0.89,0,0.11,0,1,0,1,0
2026-01-24,Saturday,3,Night,Line B,Packaged Goods,M-B2,Running,Machine Operator,3,354,17,Medium,0.67,1.0,0,0.04,0,1,0,0,1
2026-01-24,Saturday,3,Night,Line B,Packaged Goods,M-B2,Running,Quality Inspector,1,354,17,Medium,0.67,1.0,0,0.04,0,1,0,0,1
2026-01-24,Saturday,3,Night,Line B,Packaged Goods,M-B2,Running,Maintenance Technician,1,354,17,Medium,0.67,1.0,0,0.04,0,1,0,0,1
2026-01-24,Saturday,3,Night,Line B,Packaged Goods,M-B2,Running,Packaging Operator,2,354,17,Medium,0.67,1.0,0,0.04,0,1,0,0,1
2026-01-24,Saturday,3,Night,Line C,Custom Components,M-C3,Running,Machine Operator,4,549,32,High,0.79,0.88,0,0.09,1,1,0,0,0
2026-01-24,Saturday,3,Night,Line C,Custom Components,M-C3,Running,Quality Inspector,1,549,32,High,0.79,0.88,0,0.09,1,1,0,0,0
2026-01-24,Saturday,3,Night,Line C,Custom Components,M-C3,Running,Maintenance Technician,1,549,32,High,0.79,0.88,0,0.09,1,1,0,0,0
2026-01-24,Saturday,3,Night,Line C,Custom Components,M-C3,Running,Packaging Operator,3,549,32,High,0.79,0.88,0,0.09,1,1,0,0,0
2026-01-25,Sunday,3,Morning,Line A,Custom Components,M-A1,Maintenance,Machine Operator,4,552,42,Medium,0.73,1.1,1,0.06,0,1,0,0,0
2026-01-25,Sunday,3,Morning,Line A,Custom Components,M-A1,Maintenance,Quality Inspector,1,552,42,Medium,0.73,1.1,1,0.06,0,1,0,0,0
2026-01-25,Sunday,3,Morning,Line A,Custom Components,M-A1,Maintenance,Maintenance Technician,3,552,42,Medium,0.73,1.1,1,0.06,0,1,0,0,0
2026-01-25,Sunday,3,Morning,Line A,Custom Components,M-A1,Maintenance,Packaging Operator,3,552,42,Medium,0.73,1.1,1,0.06,0,1,0,0,0
2026-01-25,Sunday,3,Morning,Line B,Standard Parts,M-B3,Running,Machine Operator,5,636,40,Low,0.98,0.93,0,0.05,0,1,0,0,0
2026-01-25,Sunday,3,Morning,Line B,Standard Parts,M-B3,Running,Quality Inspector,2,636,40,Low,0.98,0.93,0,0.05,0,1,0,0,0
2026-01-25,Sunday,3,Morning,Line B,Standard Parts,M-B3,Running,Maintenance Technician,2,636,40,Low,0.98,0.93,0,0.05,0,1,0,0,0
2026-01-25,Sunday,3,Morning,Line B,Standard Parts,M-B3,Running,Packaging Operator,4,636,40,Low,0.98,0.93,0,0.05,0,1,0,0,0
2026-01-25,Sunday,3,Morning,Line C,Custom Components,M-C2,Running,Machine Operator,5,645,46,Low,0.71,1.16,0,0.07,0,1,0,0,0
2026-01-25,Sunday,3,Morning,Line C,Custom Components,M-C2,Running,Quality Inspector,2,645,46,Low,0.71,1.16,0,0.07,0,1,0,0,0
2026-01-25,Sunday,3,Morning,Line C,Custom Components,M-C2,Running,Maintenance Technician,2,645,46,Low,0.71,1.16,0,0.07,0,1,0,0,0
2026-01-25,Sunday,3,Morning,Line C,Custom Components,M-C2,Running,Packaging Operator,4,645,46,Low,0.71,1.16,0,0.07,0,1,0,0,0
2026-01-25,Sunday,3,Afternoon,Line A,Packaged Goods,M-A1,Down,Machine Operator,4,445,56,Medium,0.78,1.13,0,0.1,0,1,0,0,0
2026-01-25,Sunday,3,Afternoon,Line A,Packaged Goods,M-A1,Down,Quality Inspector,2,445,56,Medium,0.78,1.13,0,0.1,0,1,0,0,0
2026-01-25,Sunday,3,Afternoon,Line A,Packaged Goods,M-A1,Down,Maintenance Technician,3,445,56,Medium,0.78,1.13,0,0.1,0,1,0,0,0
2026-01-25,Sunday,3,Afternoon,Line A,Packaged Goods,M-A1,Down,Packaging Operator,4,445,56,Medium,0.78,1.13,0,0.1,0,1,0,0,0
2026-01-25,Sunday,3,Afternoon,Line B,Packaged Goods,M-B4,Running,Machine Operator,5,585,19,Medium,0.72,0.95,0,0.1,0,1,0,0,0
2026-01-25,Sunday,3,Afternoon,Line B,Packaged Goods,M-B4,Running,Quality Inspector,2,585,19,Medium,0.72,0.95,0,0.1,0,1,0,0,0
2026-01-25,Sunday,3,Afternoon,Line B,Packaged Goods,M-B4,Running,Maintenance Technician,2,585,19,Medium,0.72,0.95,0,0.1,0,1,0,0,0
2026-01-25,Sunday,3,Afternoon,Line B,Packaged Goods,M-B4,Running,Packaging Operator,4,585,19,Medium,0.72,0.95,0,0.1,0,1,0,0,0
2026-01-25,Sunday,3,Afternoon,Line C,Packaged Goods,M-C4,Running,Machine Operator,5,609,53,Medium,0.97,1.2,0,0.1,0,1,0,0,0
2026-01-25,Sunday,3,Afternoon,Line C,Packaged Goods,M-C4,Running,Quality Inspector,2,609,53,Medium,0.97,1.2,0,0.1,0,1,0,0,0
2026-01-25,Sunday,3,Afternoon,Line C,Packaged Goods,M-C4,Running,Maintenance Technician,2,609,53,Medium,0.97,1.2,0,0.1,0,1,0,0,0
2026-01-25,Sunday,3,Afternoon,Line C,Packaged Goods,M-C4,Running,Packaging Operator,4,609,53,Medium,0.97,1.2,0,0.1,0,1,0,0,0
2026-01-25,Sunday,3,Night,Line A,Packaged Goods,M-A1,Running,Machine Operator,4,456,21,Medium,0.7,1.12,0,0.01,0,1,0,0,0
2026-01-25,Sunday,3,Night,Line A,Packaged Goods,M-A1,Running,Quality Inspector,1,456,21,Medium,0.7,1.12,0,0.01,0,1,0,0,0
2026-01-25,Sunday,3,Night,Line A,Packaged Goods,M-A1,Running,Maintenance Technician,1,456,21,Medium,0.7,1.12,0,0.01,0,1,0,0,0
2026-01-25,Sunday,3,Night,Line A,Packaged Goods,M-A1,Running,Packaging Operator,3,456,21,Medium,0.7,1.12,0,0.01,0,1,0,0,0
2026-01-25,Sunday,3,Night,Line B,Custom Components,M-B4,Running,Machine Operator,3,405,66,Medium,0.64,0.94,0,0.09,0,1,0,0,1
2026-01-25,Sunday,3,Night,Line B,Custom Components,M-B4,Running,Quality Inspector,1,405,66,Medium,0.64,0.94,0,0.09,0,1,0,0,1
2026-01-25,Sunday,3,Night,Line B,Custom Components,M-B4,Running,Maintenance Technician,1,405,66,Medium,0.64,0.94,0,0.09,0,1,0,0,1
2026-01-25,Sunday,3,Night,Line B,Custom Components,M-B4,Running,Packaging Operator,2,405,66,Medium,0.64,0.94,0,0.09,0,1,0,0,1
2026-01-25,Sunday,3,Night,Line C,Custom Components,M-C4,Running,Machine Operator,4,507,44,High,0.84,1.05,0,0.06,1,1,0,0,0
2026-01-25,Sunday,3,Night,Line C,Custom Components,M-C4,Running,Quality Inspector,1,507,44,High,0.84,1.05,0,0.06,1,1,0,0,0
2026-01-25,Sunday,3,Night,Line C,Custom Components,M-C4,Running,Maintenance Technician,1,507,44,High,0.84,1.05,0,0.06,1,1,0,0,0
2026-01-25,Sunday,3,Night,Line C,Custom Components,M-C4,Running,Packaging Operator,3,507,44,High,0.84,1.05,0,0.06,1,1,0,0,0
2026-01-26,Monday,4,Morning,Line A,Packaged Goods,M-A2,Running,Machine Operator,4,548,66,Medium,0.74,1.16,0,0.06,0,0,0,0,0
2026-01-26,Monday,4,Morning,Line A,Packaged Goods,M-A2,Running,Quality Inspector,2,548,66,Medium,0.74,1.16,0,0.06,0,0,0,0,0
2026-01-26,Monday,4,Morning,Line A,Packaged Goods,M-A2,Running,Maintenance Technician,2,548,66,Medium,0.74,1.16,0,0.06,0,0,0,0,0
2026-01-26,Monday,4,Morning,Line A,Packaged Goods,M-A2,Running,Packaging Operator,3,548,66,Medium,0.74,1.16,0,0.06,0,0,0,0,0
2026-01-26,Monday,4,Morning,Line B,Standard Parts,M-B3,Running,Machine Operator,4,527,43,Medium,0.88,0.86,0,0.08,0,0,0,0,0
2026-01-26,Monday,4,Morning,Line B,Standard Parts,M-B3,Running,Quality Inspector,2,527,43,Medium,0.88,0.86,0,0.08,0,0,0,0,0
2026-01-26,Monday,4,Morning,Line B,Standard Parts,M-B3,Running,Maintenance Technician,2,527,43,Medium,0.88,0.86,0,0.08,0,0,0,0,0
2026-01-26,Monday,4,Morning,Line B,Standard Parts,M-B3,Running,Packaging Operator,3,527,43,Medium,0.88,0.86,0,0.08,0,0,0,0,0
2026-01-26,Monday,4,Morning,Line C,Packaged Goods,M-C2,Running,Machine Operator,4,559,59,Low,0.73,1.02,0,0.05,0,0,0,0,0
2026-01-26,Monday,4,Morning,Line C,Packaged Goods,M-C2,Running,Quality Inspector,2,559,59,Low,0.73,1.02,0,0.05,0,0,0,0,0
2026-01-26,Monday,4,Morning,Line C,Packaged Goods,M-C2,Running,Maintenance Technician,2,559,59,Low,0.73,1.02,0,0.05,0,0,0,0,0
2026-01-26,Monday,4,Morning,Line C,Packaged Goods,M-C2,Running,Packaging Operator,3,559,59,Low,0.73,1.02,0,0.05,0,0,0,0,0
2026-01-26,Monday,4,Afternoon,Line A,Custom Components,M-A1,Running,Machine Operator,4,490,54,Medium,0.95,1.03,0,0.09,0,0,0,0,0
2026-01-26,Monday,4,Afternoon,Line A,Custom Components,M-A1,Running,Quality Inspector,2,490,54,Medium,0.95,1.03,0,0.09,0,0,0,0,0
2026-01-26,Monday,4,Afternoon,Line A,Custom Components,M-A1,Running,Maintenance Technician,2,490,54,Medium,0.95,1.03,0,0.09,0,0,0,0,0
2026-01-26,Monday,4,Afternoon,Line A,Custom Components,M-A1,Running,Packaging Operator,3,490,54,Medium,0.95,1.03,0,0.09,0,0,0,0,0
2026-01-26,Monday,4,Afternoon,Line B,Packaged Goods,M-B1,Running,Machine Operator,4,548,25,Medium,0.81,1.0,0,0.04,0,0,0,0,0
2026-01-26,Monday,4,Afternoon,Line B,Packaged Goods,M-B1,Running,Quality Inspector,2,548,25,Medium,0.81,1.0,0,0.04,0,0,0,0,0
2026-01-26,Monday,4,Afternoon,Line B,Packaged Goods,M-B1,Running,Maintenance Technician,2,548,25,Medium,0.81,1.0,0,0.04,0,0,0,0,0
2026-01-26,Monday,4,Afternoon,Line B,Packaged Goods,M-B1,Running,Packaging Operator,3,548,25,Medium,0.81,1.0,0,0.04,0,0,0,0,0
2026-01-26,Monday,4,Afternoon,Line C,Custom Components,M-C4,Running,Machine Operator,4,562,58,Medium,0.83,0.99,0,0.1,0,0,0,0,0
2026-01-26,Monday,4,Afternoon,Line C,Custom Components,M-C4,Running,Quality Inspector,2,562,58,Medium,0.83,0.99,0,0.1,0,0,0,0,0
2026-01-26,Monday,4,Afternoon,Line C,Custom Components,M-C4,Running,Maintenance Technician,2,562,58,Medium,0.83,0.99,0,0.1,0,0,0,0,0
2026-01-26,Monday,4,Afternoon,Line C,Custom Components,M-C4,Running,Packaging Operator,3,562,58,Medium,0.83,0.99,0,0.1,0,0,0,0,0
2026-01-26,Monday,4,Night,Line A,Packaged Goods,M-A1,Running,Machine Operator,3,359,14,Low,0.73,0.95,0,0.09,0,0,0,0,0
2026-01-26,Monday,4,Night,Line A,Packaged Goods,M-A1,Running,Quality Inspector,1,359,14,Low,0.73,0.95,0,0.09,0,0,0,0,0
2026-01-26,Monday,4,Night,Line A,Packaged Goods,M-A1,Running,Maintenance Technician,1,359,14,Low,0.73,0.95,0,0.09,0,0,0,0,0
2026-01-26,Monday,4,Night,Line A,Packaged Goods,M-A1,Running,Packaging Operator,2,359,14,Low,0.73,0.95,0,0.09,0,0,0,0,0
2026-01-26,Monday,4,Night,Line B,Packaged Goods,M-B4,Running,Machine Operator,3,403,22,Medium,0.79,1.06,0,0.06,0,0,0,0,0
2026-01-26,Monday,4,Night,Line B,Packaged Goods,M-B4,Running,Quality Inspector,1,403,22,Medium,0.79,1.06,0,0.06,0,0,0,0,0
2026-01-26,Monday,4,Night,Line B,Packaged Goods,M-B4,Running,Maintenance Technician,1,403,22,Medium,0.79,1.06,0,0.06,0,0,0,0,0
2026-01-26,Monday,4,Night,Line B,Packaged Goods,M-B4,Running,Packaging Operator,2,403,22,Medium,0.79,1.06,0,0.06,0,0,0,0,0
2026-01-26,Monday,4,Night,Line C,Packaged Goods,M-C1,Maintenance,Machine Operator,2,434,24,High,0.98,1.04,1,0.12,1,0,0,0,0
2026-01-26,Monday,4,Night,Line C,Packaged Goods,M-C1,Maintenance,Quality Inspector,1,434,24,High,0.98,1.04,1,0.12,1,0,0,0,0
2026-01-26,Monday,4,Night,Line C,Packaged Goods,M-C1,Maintenance,Maintenance Technician,2,434,24,High,0.98,1.04,1,0.12,1,0,0,0,0
2026-01-26,Monday,4,Night,Line C,Packaged Goods,M-C1,Maintenance,Packaging Operator,1,434,24,High,0.98,1.04,1,0.12,1,0,0,0,0
2026-01-27,Tuesday,4,Morning,Line A,Packaged Goods,M-A4,Running,Machine Operator,3,440,28,Medium,0.63,0.86,0,0.04,0,0,0,0,1
2026-01-27,Tuesday,4,Morning,Line A,Packaged Goods,M-A4,Running,Quality Inspector,2,440,28,Medium,0.63,0.86,0,0.04,0,0,0,0,1
2026-01-27,Tuesday,4,Morning,Line A,Packaged Goods,M-A4,Running,Maintenance Technician,2,440,28,Medium,0.63,0.86,0,0.04,0,0,0,0,1
2026-01-27,Tuesday,4,Morning,Line A,Packaged Goods,M-A4,Running,Packaging Operator,2,440,28,Medium,0.63,0.86,0,0.04,0,0,0,0,1
2026-01-27,Tuesday,4,Morning,Line B,Custom Components,M-B4,Running,Machine Operator,3,524,69,High,0.65,0.9,0,0.05,1,0,0,0,1
2026-01-27,Tuesday,4,Morning,Line B,Custom Components,M-B4,Running,Quality Inspector,2,524,69,High,0.65,0.9,0,0.05,1,0,0,0,1
2026-01-27,Tuesday,4,Morning,Line B,Custom Components,M-B4,Running,Maintenance Technician,2,524,69,High,0.65,0.9,0,0.05,1,0,0,0,1
2026-01-27,Tuesday,4,Morning,Line B,Custom Components,M-B4,Running,Packaging Operator,2,524,69,High,0.65,0.9,0,0.05,1,0,0,0,1
2026-01-27,Tuesday,4,Morning,Line C,Packaged Goods,M-C4,Running,Machine Operator,4,501,31,Medium,1.0,0.89,0,0.12,0,0,0,0,0
2026-01-27,Tuesday,4,Morning,Line C,Packaged Goods,M-C4,Running,Quality Inspector,2,501,31,Medium,1.0,0.89,0,0.12,0,0,0,0,0
2026-01-27,Tuesday,4,Morning,Line C,Packaged Goods,M-C4,Running,Maintenance Technician,2,501,31,Medium,1.0,0.89,0,0.12,0,0,0,0,0
2026-01-27,Tuesday,4,Morning,Line C,Packaged Goods,M-C4,Running,Packaging Operator,3,501,31,Medium,1.0,0.89,0,0.12,0,0,0,0,0
2026-01-27,Tuesday,4,Afternoon,Line A,Custom Components,M-A1,Running,Machine Operator,3,570,75,Medium,0.69,1.17,0,0.1,0,0,0,0,0
2026-01-27,Tuesday,4,Afternoon,Line A,Custom Components,M-A1,Running,Quality Inspector,2,570,75,Medium,0.69,1.17,0,0.1,0,0,0,0,0
2026-01-27,Tuesday,4,Afternoon,Line A,Custom Components,M-A1,Running,Maintenance Technician,2,570,75,Medium,0.69,1.17,0,0.1,0,0,0,0,0
2026-01-27,Tuesday,4,Afternoon,Line A,Custom Components,M-A1,Running,Packaging Operator,2,570,75,Medium,0.69,1.17,0,0.1,0,0,0,0,0
2026-01-27,Tuesday,4,Afternoon,Line B,Standard Parts,M-B2,Running,Machine Operator,4,526,68,Medium,0.92,1.08,0,0.07,0,0,0,0,0
2026-01-27,Tuesday,4,Afternoon,Line B,Standard Parts,M-B2,Running,Quality Inspector,2,526,68,Medium,0.92,1.08,0,0.07,0,0,0,0,0
2026-01-27,Tuesday,4,Afternoon,Line B,Standard Parts,M-B2,Running,Maintenance Technician,2,526,68,Medium,0.92,1.08,0,0.07,0,0,0,0,0
2026-01-27,Tuesday,4,Afternoon,Line B,Standard Parts,M-B2,Running,Packaging Operator,3,526,68,Medium,0.92,1.08,0,0.07,0,0,0,0,0
2026-01-27,Tuesday,4,Afternoon,Line C,Packaged Goods,M-C3,Down,Machine Operator,3,346,12,Low,0.81,1.21,0,0.09,0,0,0,0,0
2026-01-27,Tuesday,4,Afternoon,Line C,Packaged Goods,M-C3,Down,Quality Inspector,2,346,12,Low,0.81,1.21,0,0.09,0,0,0,0,0
2026-01-27,Tuesday,4,Afternoon,Line C,Packaged Goods,M-C3,Down,Maintenance Technician,3,346,12,Low,0.81,1.21,0,0.09,0,0,0,0,0
2026-01-27,Tuesday,4,Afternoon,Line C,Packaged Goods,M-C3,Down,Packaging Operator,3,346,12,Low,0.81,1.21,0,0.09,0,0,0,0,0
2026-01-27,Tuesday,4,Night,Line A,Packaged Goods,M-A2,Running,Machine Operator,2,427,41,High,0.65,0.91,0,0.09,1,0,0,0,1
2026-01-27,Tuesday,4,Night,Line A,Packaged Goods,M-A2,Running,Quality Inspector,1,427,41,High,0.65,0.91,0,0.09,1,0,0,0,1
2026-01-27,Tuesday,4,Night,Line A,Packaged Goods,M-A2,Running,Maintenance Technician,1,427,41,High,0.65,0.91,0,0.09,1,0,0,0,1
2026-01-27,Tuesday,4,Night,Line A,Packaged Goods,M-A2,Running,Packaging Operator,1,427,41,High,0.65,0.91,0,0.09,1,0,0,0,1
2026-01-27,Tuesday,4,Night,Line B,Standard Parts,M-B3,Running,Machine Operator,3,398,11,Medium,0.75,0.88,0,0.09,0,0,0,0,0
2026-01-27,Tuesday,4,Night,Line B,Standard Parts,M-B3,Running,Quality Inspector,1,398,11,Medium,0.75,0.88,0,0.09,0,0,0,0,0
2026-01-27,Tuesday,4,Night,Line B,Standard Parts,M-B3,Running,Maintenance Technician,1,398,11,Medium,0.75,0.88,0,0.09,0,0,0,0,0
2026-01-27,Tuesday,4,Night,Line B,Standard Parts,M-B3,Running,Packaging Operator,2,398,11,Medium,0.75,0.88,0,0.09,0,0,0,0,0
2026-01-27,Tuesday,4,Night,Line C,Custom Components,M-C3,Running,Machine Operator,3,348,11,Medium,0.95,1.19,0,0.06,0,0,0,0,0
2026-01-27,Tuesday,4,Night,Line C,Custom Components,M-C3,Running,Quality Inspector,1,348,11,Medium,0.95,1.19,0,0.06,0,0,0,0,0
2026-01-27,Tuesday,4,Night,Line C,Custom Components,M-C3,Running,Maintenance Technician,1,348,11,Medium,0.95,1.19,0,0.06,0,0,0,0,0
2026-01-27,Tuesday,4,Night,Line C,Custom Components,M-C3,Running,Packaging Operator,2,348,11,Medium,0.95,1.19,0,0.06,0,0,0,0,0
2026-01-28,Wednesday,4,Morning,Line A,Custom Components,M-A2,Down,Machine Operator,3,487,41,High,0.93,1.05,0,0.05,1,0,0,0,0
2026-01-28,Wednesday,4,Morning,Line A,Custom Components,M-A2,Down,Quality Inspector,2,487,41,High,0.93,1.05,0,0.05,1,0,0,0,0
2026-01-28,Wednesday,4,Morning,Line A,Custom Components,M-A2,Down,Maintenance Technician,3,487,41,High,0.93,1.05,0,0.05,1,0,0,0,0
2026-01-28,Wednesday,4,Morning,Line A,Custom Components,M-A2,Down,Packaging Operator,3,487,41,High,0.93,1.05,0,0.05,1,0,0,0,0
2026-01-28,Wednesday,4,Morning,Line B,Custom Components,M-B1,Running,Machine Operator,3,460,2,Low,0.85,1.18,0,0.1,0,0,0,0,1
2026-01-28,Wednesday,4,Morning,Line B,Custom Components,M-B1,Running,Quality Inspector,2,460,2,Low,0.85,1.18,0,0.1,0,0,0,0,1
2026-01-28,Wednesday,4,Morning,Line B,Custom Components,M-B1,Running,Maintenance Technician,2,460,2,Low,0.85,1.18,0,0.1,0,0,0,0,1
